1,2,3,4,5,6,7,8,9,10
0.976,0.675,0.851,0.925,0.827,0.757,0.729,0.812,0.788,0.753
0.675,0.851,0.757,0.827,0.757,0.761,0.812,0.788,0.835,0.753
0.851,0.757,0.82,0.757,0.761,0.733,0.788,0.835,0.627,0.753
0.757,0.82,0.682,0.761,0.733,0.796,0.835,0.627,0.173,0.753
0.82,0.682,0.745,0.733,0.796,0.42,0.627,0.173,0.58,0.753
0.612,0.196,0.216,0.133,0.141,0.271,0.388,0.122,0.235,0.125
0.196,0.216,0.078,0.141,0.271,0.396,0.122,0.235,0.29,0.251
0.216,0.078,0.671,0.271,0.396,0.624,0.235,0.29,0.561,0.376
0.078,0.671,0.741,0.396,0.624,0.667,0.29,0.561,0.588,0.627
0.671,0.741,0.773,0.624,0.667,0.741,0.561,0.588,0.682,0.627
0.741,0.773,0.647,0.667,0.741,0.482,0.588,0.682,0.616,0.753
0.773,0.647,0.29,0.741,0.482,0.125,0.682,0.616,0.365,0.502
0.647,0.29,0.337,0.482,0.125,0.486,0.616,0.365,0.318,0.502
0.29,0.337,0.235,0.125,0.486,0.255,0.365,0.318,0.157,0.502
0.337,0.235,0.216,0.486,0.255,0.278,0.318,0.157,0.176,0.251
0.235,0.216,0.271,0.255,0.278,0.251,0.157,0.176,0.259,0.251
0.216,0.271,0.18,0.278,0.251,0.082,0.176,0.259,0.239,0.251
0.271,0.18,0.459,0.251,0.082,0.537,0.259,0.239,0.325,0.125
0.18,0.459,0.286,0.082,0.537,0.227,0.239,0.325,0.553,0.502
0.459,0.286,0.529,0.537,0.227,0.357,0.325,0.553,0.416,0.251
0.286,0.529,0.486,0.227,0.357,0.439,0.553,0.416,0.302,0.376
0.529,0.486,0.525,0.357,0.439,0.592,0.416,0.302,0.42,0.376
0.486,0.525,0.204,0.439,0.592,0.494,0.302,0.42,0.376,0.627
0.525,0.204,0.125,0.592,0.494,0.271,0.42,0.376,0.604,0.502
0.204,0.125,0.278,0.494,0.271,0.545,0.376,0.604,0.239,0.251
0.125,0.278,0.208,0.271,0.545,0.247,0.604,0.239,0.247,0.125
0.278,0.208,0.031,0.545,0.247,0.0,0.239,0.247,0.239,0.251
0.208,0.031,0.212,0.247,0.0,0.235,0.247,0.239,0.314,0.251
0.031,0.212,0.286,0.0,0.235,0.259,0.239,0.314,0.22,0.251
0.212,0.286,0.212,0.235,0.259,0.22,0.314,0.22,0.306,0.251
0.286,0.212,0.251,0.259,0.22,0.22,0.22,0.306,0.251,0.251
0.212,0.251,0.231,0.22,0.22,0.267,0.306,0.251,0.251,0.251
0.251,0.231,0.29,0.22,0.267,0.282,0.251,0.251,0.255,0.251
0.231,0.29,0.192,0.267,0.282,0.243,0.251,0.255,0.369,0.251
0.29,0.192,0.424,0.282,0.243,0.384,0.255,0.369,0.557,0.251
0.192,0.424,0.506,0.243,0.384,0.494,0.369,0.557,0.541,0.376
0.424,0.506,0.514,0.384,0.494,0.482,0.557,0.541,0.098,0.502
0.506,0.514,0.616,0.494,0.482,0.518,0.541,0.098,0.424,0.502
0.514,0.616,0.627,0.482,0.518,0.651,0.098,0.424,0.541,0.502
0.616,0.627,0.631,0.518,0.651,0.58,0.424,0.541,0.525,0.627
0.627,0.631,0.663,0.651,0.58,0.647,0.541,0.525,0.678,0.627
0.631,0.663,0.824,0.58,0.647,0.98,0.525,0.678,0.69,0.627
0.663,0.824,0.176,0.647,0.98,0.012,0.678,0.69,0.843,0.627
0.824,0.176,0.235,0.98,0.012,0.149,0.69,0.843,0.592,0.251
0.176,0.235,0.255,0.012,0.149,0.2,0.843,0.592,0.31,0.125
0.235,0.255,0.259,0.149,0.2,0.243,0.592,0.31,0.184,0.251
0.255,0.259,0.29,0.2,0.243,0.239,0.31,0.184,0.169,0.251
0.259,0.29,0.341,0.243,0.239,0.427,0.184,0.169,0.286,0.251
0.29,0.341,0.243,0.239,0.427,0.294,0.169,0.286,0.263,0.376
0.341,0.243,0.059,0.427,0.294,0.216,0.286,0.263,0.259,0.376
0.243,0.059,0.588,0.294,0.216,0.616,0.263,0.259,0.612,0.251
0.059,0.588,0.659,0.216,0.616,0.353,0.259,0.612,0.522,0.627
0.588,0.659,0.655,0.616,0.353,0.576,0.612,0.522,0.424,0.376
0.659,0.655,0.616,0.353,0.576,0.486,0.522,0.424,0.376,0.502
0.655,0.616,0.569,0.576,0.486,0.475,0.424,0.376,0.365,0.502
0.616,0.569,0.647,0.486,0.475,0.627,0.376,0.365,0.392,0.502
0.569,0.647,0.498,0.475,0.627,0.973,0.365,0.392,0.463,0.627
0.647,0.498,0.478,0.627,0.973,0.463,0.392,0.463,0.514,0.627
0.498,0.478,0.529,0.973,0.463,0.392,0.463,0.514,0.345,0.502
0.478,0.529,0.6,0.463,0.392,0.365,0.514,0.345,0.784,0.376
0.529,0.6,0.925,0.392,0.365,0.729,0.345,0.784,0.392,0.753
0.6,0.925,0.827,0.365,0.729,0.812,0.784,0.392,0.8,0.753
0.925,0.827,0.757,0.729,0.812,0.788,0.392,0.8,0.824,0.753
0.827,0.757,0.761,0.812,0.788,0.835,0.8,0.824,0.529,0.753
0.757,0.761,0.733,0.788,0.835,0.627,0.824,0.529,0.125,0.753
0.761,0.733,0.796,0.835,0.627,0.173,0.529,0.125,0.318,0.627
0.733,0.796,0.42,0.627,0.173,0.58,0.125,0.318,0.282,0.251
0.133,0.141,0.271,0.388,0.122,0.235,0.667,0.376,0.247,0.125
0.141,0.271,0.396,0.122,0.235,0.29,0.376,0.247,0.282,0.251
0.271,0.396,0.624,0.235,0.29,0.561,0.247,0.282,0.608,0.251
0.396,0.624,0.667,0.29,0.561,0.588,0.282,0.608,0.992,0.627
0.624,0.667,0.741,0.561,0.588,0.682,0.608,0.992,0.78,0.627
0.667,0.741,0.482,0.588,0.682,0.616,0.992,0.78,0.631,0.627
0.741,0.482,0.125,0.682,0.616,0.365,0.78,0.631,0.49,0.627
0.482,0.125,0.486,0.616,0.365,0.318,0.631,0.49,0.31,0.376
0.125,0.486,0.255,0.365,0.318,0.157,0.49,0.31,0.165,0.376
0.486,0.255,0.278,0.318,0.157,0.176,0.31,0.165,0.345,0.125
0.255,0.278,0.251,0.157,0.176,0.259,0.165,0.345,0.298,0.251
0.278,0.251,0.082,0.176,0.259,0.239,0.345,0.298,0.369,0.251
0.251,0.082,0.537,0.259,0.239,0.325,0.298,0.369,0.176,0.251
0.082,0.537,0.227,0.239,0.325,0.553,0.369,0.176,0.361,0.376
0.537,0.227,0.357,0.325,0.553,0.416,0.176,0.361,0.408,0.502
0.227,0.357,0.439,0.553,0.416,0.302,0.361,0.408,0.294,0.376
0.357,0.439,0.592,0.416,0.302,0.42,0.408,0.294,0.933,0.376
0.439,0.592,0.494,0.302,0.42,0.376,0.294,0.933,0.525,0.376
0.592,0.494,0.271,0.42,0.376,0.604,0.933,0.525,0.349,0.376
0.494,0.271,0.545,0.376,0.604,0.239,0.525,0.349,0.388,0.627
0.271,0.545,0.247,0.604,0.239,0.247,0.349,0.388,0.294,0.251
0.545,0.247,0.0,0.239,0.247,0.239,0.388,0.294,0.259,0.251
0.247,0.0,0.235,0.247,0.239,0.314,0.294,0.259,0.282,0.251
0.0,0.235,0.259,0.239,0.314,0.22,0.259,0.282,0.153,0.251
0.235,0.259,0.22,0.314,0.22,0.306,0.282,0.153,0.263,0.251
0.259,0.22,0.22,0.22,0.306,0.251,0.153,0.263,0.706,0.251
0.22,0.22,0.267,0.306,0.251,0.251,0.263,0.706,0.224,0.251
0.22,0.267,0.282,0.251,0.251,0.255,0.706,0.224,0.224,0.251
0.267,0.282,0.243,0.251,0.255,0.369,0.224,0.224,0.467,0.251
0.282,0.243,0.384,0.255,0.369,0.557,0.224,0.467,0.49,0.502
0.243,0.384,0.494,0.369,0.557,0.541,0.467,0.49,0.855,0.502
0.384,0.494,0.482,0.557,0.541,0.098,0.49,0.855,0.569,0.502
0.494,0.482,0.518,0.541,0.098,0.424,0.855,0.569,0.439,0.502
0.482,0.518,0.651,0.098,0.424,0.541,0.569,0.439,0.482,0.502
0.518,0.651,0.58,0.424,0.541,0.525,0.439,0.482,0.592,0.502
0.651,0.58,0.647,0.541,0.525,0.678,0.482,0.592,0.62,0.502
0.58,0.647,0.98,0.525,0.678,0.69,0.592,0.62,0.78,0.627
0.647,0.98,0.012,0.678,0.69,0.843,0.62,0.78,0.976,0.753
0.98,0.012,0.149,0.69,0.843,0.592,0.78,0.976,0.827,0.753
0.012,0.149,0.2,0.843,0.592,0.31,0.976,0.827,0.584,0.627
0.149,0.2,0.243,0.592,0.31,0.184,0.827,0.584,0.463,0.251
0.2,0.243,0.239,0.31,0.184,0.169,0.584,0.463,0.184,0.125
0.243,0.239,0.427,0.184,0.169,0.286,0.463,0.184,0.388,0.251
0.239,0.427,0.294,0.169,0.286,0.263,0.184,0.388,0.231,0.376
0.427,0.294,0.216,0.286,0.263,0.259,0.388,0.231,0.251,0.251
0.294,0.216,0.616,0.263,0.259,0.612,0.231,0.251,0.557,0.251
0.216,0.616,0.353,0.259,0.612,0.522,0.251,0.557,0.667,0.627
0.616,0.353,0.576,0.612,0.522,0.424,0.557,0.667,0.471,0.502
0.353,0.576,0.486,0.522,0.424,0.376,0.667,0.471,0.51,0.502
0.576,0.486,0.475,0.424,0.376,0.365,0.471,0.51,0.498,0.376
0.486,0.475,0.627,0.376,0.365,0.392,0.51,0.498,0.408,0.376
0.475,0.627,0.973,0.365,0.392,0.463,0.498,0.408,0.318,0.376
0.627,0.973,0.463,0.392,0.463,0.514,0.408,0.318,0.443,0.502
0.973,0.463,0.392,0.463,0.514,0.345,0.318,0.443,0.255,0.502
0.463,0.392,0.365,0.514,0.345,0.784,0.443,0.255,0.667,0.376
0.392,0.365,0.729,0.345,0.784,0.392,0.255,0.667,0.847,0.753
0.365,0.729,0.812,0.784,0.392,0.8,0.667,0.847,0.243,0.753
0.729,0.812,0.788,0.392,0.8,0.824,0.847,0.243,0.569,0.753
0.812,0.788,0.835,0.8,0.824,0.529,0.243,0.569,0.22,0.753
0.788,0.835,0.627,0.824,0.529,0.125,0.569,0.22,0.286,0.627
0.835,0.627,0.173,0.529,0.125,0.318,0.22,0.286,0.357,0.125
0.627,0.173,0.58,0.125,0.318,0.282,0.286,0.357,0.369,0.251
0.388,0.122,0.235,0.667,0.376,0.247,0.51,0.624,0.729,0.376
0.122,0.235,0.29,0.376,0.247,0.282,0.624,0.729,0.184,0.251
0.235,0.29,0.561,0.247,0.282,0.608,0.729,0.184,0.639,0.251
0.29,0.561,0.588,0.282,0.608,0.992,0.184,0.639,0.737,0.627
0.561,0.588,0.682,0.608,0.992,0.78,0.639,0.737,0.749,0.627
0.588,0.682,0.616,0.992,0.78,0.631,0.737,0.749,0.631,0.753
0.682,0.616,0.365,0.78,0.631,0.49,0.749,0.631,0.612,0.627
0.616,0.365,0.318,0.631,0.49,0.31,0.631,0.612,0.149,0.502
0.365,0.318,0.157,0.49,0.31,0.165,0.612,0.149,0.153,0.251
0.318,0.157,0.176,0.31,0.165,0.345,0.149,0.153,0.282,0.125
0.157,0.176,0.259,0.165,0.345,0.298,0.153,0.282,0.306,0.376
0.176,0.259,0.239,0.345,0.298,0.369,0.282,0.306,0.188,0.251
0.259,0.239,0.325,0.298,0.369,0.176,0.306,0.188,0.294,0.376
0.239,0.325,0.553,0.369,0.176,0.361,0.188,0.294,0.192,0.125
0.325,0.553,0.416,0.176,0.361,0.408,0.294,0.192,0.612,0.376
0.553,0.416,0.302,0.361,0.408,0.294,0.192,0.612,0.325,0.376
0.416,0.302,0.42,0.408,0.294,0.933,0.612,0.325,0.384,0.376
0.302,0.42,0.376,0.294,0.933,0.525,0.325,0.384,0.624,0.502
0.42,0.376,0.604,0.933,0.525,0.349,0.384,0.624,0.741,0.502
0.376,0.604,0.239,0.525,0.349,0.388,0.624,0.741,0.49,0.376
0.604,0.239,0.247,0.349,0.388,0.294,0.741,0.49,0.235,0.376
0.239,0.247,0.239,0.388,0.294,0.259,0.49,0.235,0.204,0.251
0.247,0.239,0.314,0.294,0.259,0.282,0.235,0.204,0.204,0.251
0.239,0.314,0.22,0.259,0.282,0.153,0.204,0.204,0.333,0.251
0.314,0.22,0.306,0.282,0.153,0.263,0.204,0.333,0.243,0.251
0.22,0.306,0.251,0.153,0.263,0.706,0.333,0.243,0.235,0.251
0.306,0.251,0.251,0.263,0.706,0.224,0.243,0.235,0.388,0.251
0.251,0.251,0.255,0.706,0.224,0.224,0.235,0.388,0.192,0.251
0.251,0.255,0.369,0.224,0.224,0.467,0.388,0.192,0.514,0.251
0.255,0.369,0.557,0.224,0.467,0.49,0.192,0.514,0.478,0.376
0.369,0.557,0.541,0.467,0.49,0.855,0.514,0.478,0.533,0.502
0.557,0.541,0.098,0.49,0.855,0.569,0.478,0.533,0.467,0.502
0.541,0.098,0.424,0.855,0.569,0.439,0.533,0.467,0.525,0.502
0.098,0.424,0.541,0.569,0.439,0.482,0.467,0.525,0.561,0.502
0.424,0.541,0.525,0.439,0.482,0.592,0.525,0.561,0.663,0.502
0.541,0.525,0.678,0.482,0.592,0.62,0.561,0.663,0.584,0.627
0.525,0.678,0.69,0.592,0.62,0.78,0.663,0.584,0.753,0.627
0.678,0.69,0.843,0.62,0.78,0.976,0.584,0.753,0.792,0.753
0.69,0.843,0.592,0.78,0.976,0.827,0.753,0.792,0.961,0.753
0.843,0.592,0.31,0.976,0.827,0.584,0.792,0.961,0.749,0.753
0.592,0.31,0.184,0.827,0.584,0.463,0.961,0.749,0.98,1.0
0.31,0.184,0.169,0.584,0.463,0.184,0.749,0.98,0.624,0.502
0.184,0.169,0.286,0.463,0.184,0.388,0.98,0.624,0.063,0.125
0.169,0.286,0.263,0.184,0.388,0.231,0.624,0.063,0.0,0.376
0.286,0.263,0.259,0.388,0.231,0.251,0.063,0.0,0.404,0.251
0.263,0.259,0.612,0.231,0.251,0.557,0.0,0.404,0.612,0.251
0.259,0.612,0.522,0.251,0.557,0.667,0.404,0.612,0.573,0.627
0.612,0.522,0.424,0.557,0.667,0.471,0.612,0.573,0.541,0.627
0.522,0.424,0.376,0.667,0.471,0.51,0.573,0.541,0.549,0.502
0.424,0.376,0.365,0.471,0.51,0.498,0.541,0.549,0.455,0.502
0.376,0.365,0.392,0.51,0.498,0.408,0.549,0.455,0.427,0.502
0.365,0.392,0.463,0.498,0.408,0.318,0.455,0.427,0.545,0.376
0.392,0.463,0.514,0.408,0.318,0.443,0.427,0.545,0.447,0.376
0.463,0.514,0.345,0.318,0.443,0.255,0.545,0.447,0.494,0.502
0.514,0.345,0.784,0.443,0.255,0.667,0.447,0.494,0.827,0.251
0.345,0.784,0.392,0.255,0.667,0.847,0.494,0.827,0.761,0.753
0.784,0.392,0.8,0.667,0.847,0.243,0.827,0.761,0.816,0.753
0.392,0.8,0.824,0.847,0.243,0.569,0.761,0.816,0.0,0.753
0.8,0.824,0.529,0.243,0.569,0.22,0.816,0.0,0.271,0.627
0.824,0.529,0.125,0.569,0.22,0.286,0.0,0.271,0.384,0.125
0.529,0.125,0.318,0.22,0.286,0.357,0.271,0.384,0.345,0.251
0.125,0.318,0.282,0.286,0.357,0.369,0.384,0.345,0.388,0.376
0.667,0.376,0.247,0.51,0.624,0.729,0.259,0.647,0.69,0.627
0.376,0.247,0.282,0.624,0.729,0.184,0.647,0.69,0.059,0.376
0.247,0.282,0.608,0.729,0.184,0.639,0.69,0.059,0.678,0.125
0.282,0.608,0.992,0.184,0.639,0.737,0.059,0.678,0.702,0.627
0.608,0.992,0.78,0.639,0.737,0.749,0.678,0.702,0.725,0.753
0.992,0.78,0.631,0.737,0.749,0.631,0.702,0.725,0.639,0.753
0.78,0.631,0.49,0.749,0.631,0.612,0.725,0.639,0.357,0.627
0.631,0.49,0.31,0.631,0.612,0.149,0.639,0.357,0.196,0.627
0.49,0.31,0.165,0.612,0.149,0.153,0.357,0.196,0.267,0.125
0.31,0.165,0.345,0.149,0.153,0.282,0.196,0.267,0.247,0.251
0.165,0.345,0.298,0.153,0.282,0.306,0.267,0.247,0.141,0.251
0.345,0.298,0.369,0.282,0.306,0.188,0.247,0.141,0.365,0.251
0.298,0.369,0.176,0.306,0.188,0.294,0.141,0.365,0.502,0.251
0.369,0.176,0.361,0.188,0.294,0.192,0.365,0.502,0.325,0.251
0.176,0.361,0.408,0.294,0.192,0.612,0.502,0.325,0.376,0.251
0.361,0.408,0.294,0.192,0.612,0.325,0.325,0.376,0.357,0.251
0.408,0.294,0.933,0.612,0.325,0.384,0.376,0.357,0.349,0.251
0.294,0.933,0.525,0.325,0.384,0.624,0.357,0.349,0.459,0.376
0.933,0.525,0.349,0.384,0.624,0.741,0.349,0.459,0.643,0.627
0.525,0.349,0.388,0.624,0.741,0.49,0.459,0.643,0.267,0.376
0.349,0.388,0.294,0.741,0.49,0.235,0.643,0.267,0.357,0.502
0.388,0.294,0.259,0.49,0.235,0.204,0.267,0.357,0.094,0.251
0.294,0.259,0.282,0.235,0.204,0.204,0.357,0.094,0.22,0.251
0.259,0.282,0.153,0.204,0.204,0.333,0.094,0.22,0.129,0.251
0.282,0.153,0.263,0.204,0.333,0.243,0.22,0.129,0.267,0.251
0.153,0.263,0.706,0.333,0.243,0.235,0.129,0.267,0.047,0.251
0.263,0.706,0.224,0.243,0.235,0.388,0.267,0.047,0.565,0.251
0.706,0.224,0.224,0.235,0.388,0.192,0.047,0.565,0.255,0.376
0.224,0.224,0.467,0.388,0.192,0.514,0.565,0.255,0.427,0.251
0.224,0.467,0.49,0.192,0.514,0.478,0.255,0.427,0.482,0.502
0.467,0.49,0.855,0.514,0.478,0.533,0.427,0.482,0.494,0.502
0.49,0.855,0.569,0.478,0.533,0.467,0.482,0.494,0.502,0.502
0.855,0.569,0.439,0.533,0.467,0.525,0.494,0.502,0.494,0.502
0.569,0.439,0.482,0.467,0.525,0.561,0.502,0.494,0.588,0.502
0.439,0.482,0.592,0.525,0.561,0.663,0.494,0.588,0.592,0.502
0.482,0.592,0.62,0.561,0.663,0.584,0.588,0.592,0.729,0.627
0.592,0.62,0.78,0.663,0.584,0.753,0.592,0.729,0.969,0.627
0.62,0.78,0.976,0.584,0.753,0.792,0.729,0.969,0.706,0.753
0.78,0.976,0.827,0.753,0.792,0.961,0.969,0.706,0.835,0.753
0.976,0.827,0.584,0.792,0.961,0.749,0.706,0.835,0.663,0.753
0.827,0.584,0.463,0.961,0.749,0.98,0.835,0.663,0.859,0.753
0.584,0.463,0.184,0.749,0.98,0.624,0.663,0.859,0.945,1.0
0.463,0.184,0.388,0.98,0.624,0.063,0.859,0.945,0.369,0.627
0.184,0.388,0.231,0.624,0.063,0.0,0.945,0.369,0.122,0.125
0.388,0.231,0.251,0.063,0.0,0.404,0.369,0.122,0.388,0.251
0.231,0.251,0.557,0.0,0.404,0.612,0.122,0.388,0.608,0.376
0.251,0.557,0.667,0.404,0.612,0.573,0.388,0.608,0.702,0.627
0.557,0.667,0.471,0.612,0.573,0.541,0.608,0.702,0.592,0.627
0.667,0.471,0.51,0.573,0.541,0.549,0.702,0.592,0.514,0.502
0.471,0.51,0.498,0.541,0.549,0.455,0.592,0.514,0.427,0.502
0.51,0.498,0.408,0.549,0.455,0.427,0.514,0.427,0.541,0.502
0.498,0.408,0.318,0.455,0.427,0.545,0.427,0.541,0.529,0.502
0.408,0.318,0.443,0.427,0.545,0.447,0.541,0.529,0.447,0.502
0.318,0.443,0.255,0.545,0.447,0.494,0.529,0.447,0.584,0.502
0.443,0.255,0.667,0.447,0.494,0.827,0.447,0.584,0.776,0.502
0.255,0.667,0.847,0.494,0.827,0.761,0.584,0.776,0.788,0.753
0.667,0.847,0.243,0.827,0.761,0.816,0.776,0.788,0.451,0.753
0.847,0.243,0.569,0.761,0.816,0.0,0.788,0.451,0.286,0.753
0.243,0.569,0.22,0.816,0.0,0.271,0.451,0.286,0.322,0.251
0.569,0.22,0.286,0.0,0.271,0.384,0.286,0.322,0.486,0.376
0.22,0.286,0.357,0.271,0.384,0.345,0.322,0.486,0.38,0.376
0.286,0.357,0.369,0.384,0.345,0.388,0.486,0.38,0.365,0.376
0.51,0.624,0.729,0.259,0.647,0.69,0.086,0.675,0.576,0.627
0.624,0.729,0.184,0.647,0.69,0.059,0.675,0.576,0.118,0.627
0.729,0.184,0.639,0.69,0.059,0.678,0.576,0.118,0.69,0.125
0.184,0.639,0.737,0.059,0.678,0.702,0.118,0.69,1.0,0.627
0.639,0.737,0.749,0.678,0.702,0.725,0.69,1.0,0.804,0.753
0.737,0.749,0.631,0.702,0.725,0.639,1.0,0.804,0.608,0.753
0.749,0.631,0.612,0.725,0.639,0.357,0.804,0.608,0.427,0.627
0.631,0.612,0.149,0.639,0.357,0.196,0.608,0.427,0.082,0.376
0.612,0.149,0.153,0.357,0.196,0.267,0.427,0.082,0.31,0.125
0.149,0.153,0.282,0.196,0.267,0.247,0.082,0.31,0.094,0.251
0.153,0.282,0.306,0.267,0.247,0.141,0.31,0.094,0.259,0.251
0.282,0.306,0.188,0.247,0.141,0.365,0.094,0.259,0.796,0.125
0.306,0.188,0.294,0.141,0.365,0.502,0.259,0.796,0.255,0.376
0.188,0.294,0.192,0.365,0.502,0.325,0.796,0.255,0.196,0.125
0.294,0.192,0.612,0.502,0.325,0.376,0.255,0.196,0.235,0.251
0.192,0.612,0.325,0.325,0.376,0.357,0.196,0.235,0.384,0.376
0.612,0.325,0.384,0.376,0.357,0.349,0.235,0.384,0.333,0.376
0.325,0.384,0.624,0.357,0.349,0.459,0.384,0.333,0.537,0.376
0.384,0.624,0.741,0.349,0.459,0.643,0.333,0.537,0.533,0.502
0.624,0.741,0.49,0.459,0.643,0.267,0.537,0.533,0.2,0.627
0.741,0.49,0.235,0.643,0.267,0.357,0.533,0.2,0.573,0.251
0.49,0.235,0.204,0.267,0.357,0.094,0.2,0.573,0.016,0.376
0.235,0.204,0.204,0.357,0.094,0.22,0.573,0.016,0.302,0.125
0.204,0.204,0.333,0.094,0.22,0.129,0.016,0.302,0.247,0.251
0.204,0.333,0.243,0.22,0.129,0.267,0.302,0.247,0.224,0.125
0.333,0.243,0.235,0.129,0.267,0.047,0.247,0.224,0.306,0.251
0.243,0.235,0.388,0.267,0.047,0.565,0.224,0.306,0.443,0.125
0.235,0.388,0.192,0.047,0.565,0.255,0.306,0.443,0.0,0.502
0.388,0.192,0.514,0.565,0.255,0.427,0.443,0.0,0.718,0.251
0.192,0.514,0.478,0.255,0.427,0.482,0.0,0.718,0.537,0.376
0.514,0.478,0.533,0.427,0.482,0.494,0.718,0.537,0.549,0.502
0.478,0.533,0.467,0.482,0.494,0.502,0.537,0.549,0.439,0.502
0.533,0.467,0.525,0.494,0.502,0.494,0.549,0.439,0.592,0.502
0.467,0.525,0.561,0.502,0.494,0.588,0.439,0.592,0.647,0.502
0.525,0.561,0.663,0.494,0.588,0.592,0.592,0.647,0.588,0.627
0.561,0.663,0.584,0.588,0.592,0.729,0.647,0.588,0.945,0.627
0.663,0.584,0.753,0.592,0.729,0.969,0.588,0.945,0.663,0.627
0.584,0.753,0.792,0.729,0.969,0.706,0.945,0.663,0.345,0.627
0.753,0.792,0.961,0.969,0.706,0.835,0.663,0.345,0.714,0.753
0.792,0.961,0.749,0.706,0.835,0.663,0.345,0.714,0.749,0.753
0.961,0.749,0.98,0.835,0.663,0.859,0.714,0.749,0.761,0.753
0.749,0.98,0.624,0.663,0.859,0.945,0.749,0.761,0.8,0.753
0.98,0.624,0.063,0.859,0.945,0.369,0.761,0.8,0.788,1.0
0.624,0.063,0.0,0.945,0.369,0.122,0.8,0.788,0.024,0.376
0.063,0.0,0.404,0.369,0.122,0.388,0.788,0.024,0.306,0.125
0.0,0.404,0.612,0.122,0.388,0.608,0.024,0.306,0.973,0.376
0.404,0.612,0.573,0.388,0.608,0.702,0.306,0.973,0.125,0.627
0.612,0.573,0.541,0.608,0.702,0.592,0.973,0.125,0.682,0.627
0.573,0.541,0.549,0.702,0.592,0.514,0.125,0.682,0.494,0.627
0.541,0.549,0.455,0.592,0.514,0.427,0.682,0.494,0.561,0.502
0.549,0.455,0.427,0.514,0.427,0.541,0.494,0.561,0.016,0.502
0.455,0.427,0.545,0.427,0.541,0.529,0.561,0.016,0.537,0.502
0.427,0.545,0.447,0.541,0.529,0.447,0.016,0.537,0.733,0.502
0.545,0.447,0.494,0.529,0.447,0.584,0.537,0.733,0.831,0.502
0.447,0.494,0.827,0.447,0.584,0.776,0.733,0.831,0.808,0.627
0.494,0.827,0.761,0.584,0.776,0.788,0.831,0.808,0.329,0.753
0.827,0.761,0.816,0.776,0.788,0.451,0.808,0.329,0.38,0.753
0.761,0.816,0.0,0.788,0.451,0.286,0.329,0.38,0.294,0.502
0.816,0.0,0.271,0.451,0.286,0.322,0.38,0.294,0.498,0.251
0.0,0.271,0.384,0.286,0.322,0.486,0.294,0.498,0.388,0.376
0.271,0.384,0.345,0.322,0.486,0.38,0.498,0.388,0.392,0.502
0.384,0.345,0.388,0.486,0.38,0.365,0.388,0.392,0.396,0.376
0.259,0.647,0.69,0.086,0.675,0.576,0.043,0.647,0.984,0.627
0.647,0.69,0.059,0.675,0.576,0.118,0.647,0.984,0.18,0.627
0.69,0.059,0.678,0.576,0.118,0.69,0.984,0.18,0.612,0.125
0.059,0.678,0.702,0.118,0.69,1.0,0.18,0.612,0.71,0.627
0.678,0.702,0.725,0.69,1.0,0.804,0.612,0.71,0.765,0.753
0.702,0.725,0.639,1.0,0.804,0.608,0.71,0.765,0.62,0.753
0.725,0.639,0.357,0.804,0.608,0.427,0.765,0.62,0.373,0.627
0.639,0.357,0.196,0.608,0.427,0.082,0.62,0.373,0.2,0.376
0.357,0.196,0.267,0.427,0.082,0.31,0.373,0.2,0.129,0.125
0.196,0.267,0.247,0.082,0.31,0.094,0.2,0.129,0.176,0.251
0.267,0.247,0.141,0.31,0.094,0.259,0.129,0.176,0.365,0.125
0.247,0.141,0.365,0.094,0.259,0.796,0.176,0.365,0.0,0.251
0.141,0.365,0.502,0.259,0.796,0.255,0.365,0.0,0.231,0.376
0.365,0.502,0.325,0.796,0.255,0.196,0.0,0.231,0.192,0.251
0.502,0.325,0.376,0.255,0.196,0.235,0.231,0.192,0.122,0.251
0.325,0.376,0.357,0.196,0.235,0.384,0.192,0.122,0.306,0.251
0.376,0.357,0.349,0.235,0.384,0.333,0.122,0.306,0.42,0.376
0.357,0.349,0.459,0.384,0.333,0.537,0.306,0.42,0.478,0.376
0.349,0.459,0.643,0.333,0.537,0.533,0.42,0.478,0.475,0.502
0.459,0.643,0.267,0.537,0.533,0.2,0.478,0.475,0.58,0.502
0.643,0.267,0.357,0.533,0.2,0.573,0.475,0.58,0.349,0.251
0.267,0.357,0.094,0.2,0.573,0.016,0.58,0.349,0.337,0.502
0.357,0.094,0.22,0.573,0.016,0.302,0.349,0.337,0.196,0.125
0.094,0.22,0.129,0.016,0.302,0.247,0.337,0.196,0.247,0.251
0.22,0.129,0.267,0.302,0.247,0.224,0.196,0.247,0.682,0.251
0.129,0.267,0.047,0.247,0.224,0.306,0.247,0.682,0.231,0.251
0.267,0.047,0.565,0.224,0.306,0.443,0.682,0.231,0.514,0.251
0.047,0.565,0.255,0.306,0.443,0.0,0.231,0.514,0.259,0.502
0.565,0.255,0.427,0.443,0.0,0.718,0.514,0.259,0.518,0.251
0.255,0.427,0.482,0.0,0.718,0.537,0.259,0.518,0.482,0.376
0.427,0.482,0.494,0.718,0.537,0.549,0.518,0.482,0.502,0.502
0.482,0.494,0.502,0.537,0.549,0.439,0.482,0.502,0.498,0.502
0.494,0.502,0.494,0.549,0.439,0.592,0.502,0.498,0.424,0.502
0.502,0.494,0.588,0.439,0.592,0.647,0.498,0.424,0.549,0.502
